進貨日期,客戶,鍛品來源,貨單編號,-,材質,品名,幾分 ×,規格,× 幾角, 數量 ,件數, 加工,圖號,下一關,備註,出貨狀況,K,B,出貨數量,數量尚有, 次批數量 ,出貨總數量,數量差,原因,總重,桶重,單重,換算數量
112/05/02,?德,潮松入,2305010003,-2,50BV30,接頭,1/2 ×,3/4,,"                 9,000 ",3K,汽動,,,,? 出貨完畢,,,"            8,984 ",  ,,"                           8,984 ",,,,,,
112/05/02,六宏,昇達鑫入,20230427026,-1,440,長汽,1/2 ×,27,× 6R,"                 1,800 ",20B,GS,,,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/05/02,維興,昇達鑫入,20230427025,-1,440,L,1/2 ×,10,× 6R,"                 1,020 ",6B,長美單+車外徑,,,,? 出貨完畢,1K,,"            1,016 ",  ,,"                           1,016 ",,,,,,
109/05/20,六宏,庫存發出入,012388,-1,50BV30,短套,1/2 ×,32,× 6R,                     700 ,1K2B,反R,,得利,庫存??,,,,,,,,,,,,,
111/08/08,六宏,潮洋,22808007,-1,50BV30,短套,3/4 ×,24,× 6R,"                 3,049 ",3K,正R,,銓成,500銓成其餘六宏,? 出貨完畢,3K,,"            2,549 ",  ,                            500 ,,,,,,,
112/05/04,維興,昇達鑫入,20230428005,-2,440,S,1/2 ×,19,× 6R,"                 3,118 ",10+1B,未加工轉出,,,,? 出貨完畢,,10B,,  ,,                                  -   ,,,,,,
112/05/04,維興,昇達鑫入,20230428005,-3,440,L,1/2 ×,19,× 6R,"                 1,580 ",14B,L.DIN,1A74000,,,? 出貨完畢,1K,,"            1,568 ",  ,,"                           1,568 ",,,,,,
112/05/04,維興,昇達鑫入,20230428005,-4,440,L,1/2 ×,19,× 6R,"                 1,500 ",-,#147S000,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/04,維興,昇達鑫入,20230428005,-5,440,S,1/2 ×,21,× 6R,"                 2,014 ",-,短美單,,,,? 出貨完畢,1K,,"            2,019 ",  ,,"                           2,019 ",,,,,,
112/05/10,維興,維興入,2229983,-1,50BV30,S,1/2 ×,21,× 6R,"                 3,000 ",2K,S.DIN,#107W,,整批急件??,? 出貨完畢,1K,1B,"            2,995 ",  ,,"                           2,995 ",,,,,,
112/04/26,維興,維興入,23425007,-4,50BV30,L,1/2 ×,22,× 6R,                       10 ,1B,,,,樣品,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/04,維興,維興入,2229766,-1,50BV30,S,1/2 ×,22,× 6R,"                 2,150 ",2K,S.DIN,107000C,,,? 出貨完畢,,,"            2,183 ",  ,,"                           2,183 ",,,,,,
112/05/04,維興,維興入,2229766,-2,50BV30,S,1/2 ×,30,× 6R,"                 2,674 ",5K,S.DIN,107000C,鴻輝,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/05/04,維興,維興入,2229766,-3,50BV30,L,1/2 ×,22,× 6R,                     680 ,1K,L.DIN,147000C,,,? 出貨完畢,1K,,                675 ,  ,,                               675 ,,,,,,
112/05/25,維興,維興入,2229680,-1,50BV30,S,1/2 ×,22,× 6R,"                 4,050 ",15B,S.DIN,107000C,,,? 出貨完畢,,,"            4,086 ",  ,,"                           4,086 ",,,,,,
112/03/30,杰毅,杰毅入,AIM23032911,-3,50BV30,短套,1/2 ×,20,× 12R,                     200 ,1B,RO下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,杰毅,三仕入,20230329013,-3,50BV30,短套,1/2 ×,18,× 12R,                     500 ,1B,RO下雙溝,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/05/08,?德,潮松入,2305040002,-1,50BV30,接頭,1/2 ×,3/4,,"               12,000 ",4K,汽動,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/23,偉順,昇達鑫入,20230519021,-2,50BV30,短套,1/2 ×,1/2,× 12R,                     600 ,2B,直型中雙溝,112-06-08,杰霖,112019,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/23,偉順,昇達鑫入,20230517019,-2,50BV30,短套,1/2 ×,21,× 6R,                     600 ,,直型中雙溝,,偉順,112018,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/08,偉順,昇達鑫入,20230502014,-1,50BV30,短套,1/2 ×,25,× 12R,                     500 ,,直型,,偉順,112015,? 出貨完畢,,2B,,  ,,                                  -   ,,,,,,
112/02/07,智旺,智旺,0779,-1,-,接頭,1/2 ×,3/4,,"                 1,000 ",1K,雙頭汽溝,,,,-,,,,"           1,000 ",,,,,,,,
112/05/08,偉順,昇達鑫入,20230502014,-2,50BV30,短套,1/2 ×,30,× 12R,"                 1,000 ",14B,直型,112/06/05,杰霖,112015,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/15,偉順,昇達鑫入,20230510015,-1,50BV30,短套,1/2 ×,15,× 6R,"                 1,500 ",,反R,,偉順,112017,? 出貨完畢,1K,,"            1,481 ",  ,,,19,入欠,,,,
112/05/08,偉順,昇達鑫入,20230502014,-3,50BV30,短套,1/2 ×,26,× 12R,                     600 ,6B,直型,112/06/05,杰霖,112015,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/08,偉順,昇達鑫入,20230502014,-4,50BV30,短套,1/2 ×,26,× 12R,                     600 ,,直型,,偉順,112015,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/08,偉順,昇達鑫入,20230502014,-5,50BV30,短套,1/2 ×,22,× 6R,                     500 ,5B,反R,112/05/26,杰霖,112016,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/06/08,偉順,昇達鑫入,20230606028,-1,50BV30,短套,1/2 ×,1-1/8,× 12R,"                 1,080 ",6B,反R一溝,112/07/18,杰霖,112025,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/08,久鈦,觀宏入,11205040016,-1,50BV30,短套,1/2 ×,18,× 6R,"               10,146 ",20B,反R,,,庫存??,?? 廠內等待加工,,,,"        10,146 ",,                                  -   ,10146,,,,,
112/05/08,鉅朋,智旺入,20230426006,-1,50BV30,短汽,1/2 ×,9,× 6R,                     400 ,1B,斜度,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/05/08,鉅朋,智旺入,20230426006,-2,50BV30,短汽,1/2 ×,10,× 6R,                     800 ,2B,斜度,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/08,鉅朋,智旺入,20230426006,-3,50BV30,短汽,1/2 ×,11,× 6R,                     450 ,1B,斜度,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/05/08,鉅朋,智旺入,20230426006,-4,50BV30,短汽,1/2 ×,17,× 6R,                     400 ,1B,雙頭,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/05/08,鉅朋,智旺入,20230426006,-5,50BV30,短汽,1/2 ×,22,× 6R,                     540 ,2B,雙頭,,,,? 出貨完畢,1K,1B,,  ,,                                  -   ,,,,,,
112/05/08,鉅朋,智旺入,20230426006,-6,50BV30,短汽,1/2 ×,24,× 6R,                     250 ,1B,雙頭,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/05/08,維興,維興入,2229769,-1,50BV30,S,1/2 ×,7/8,× 12R,                     602 ,1K,S.車蛋窩孔V,102V000 車外徑,銓成,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/05/09,向得行,潮洋入,23508004,-1,50BV30,短套,1/2 ×,20,× 6R,"                 5,030 ",2K,反R,,,,? 出貨完畢,,,"            5,060 ",  ,,"                           5,060 ",,,,,,
112/05/09,向得行,潮洋入,23508004,-2,50BV30,長套,1/2 ×,22,× 6R,"                 3,330 ",3K,反R,,順龍,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/29,維興,維興入,2229783,-1,50BV30,S,1/2 ×,22,× 6R,"                 3,324 ",3K,短美單,,,整批急件??,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-15,50BV30,短套,1/2 ×,21,× 12R,                     350 ,1B,反R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/04,維興,維興入,2229766,-4,50BV30,L,1/2 ×,24,× 6R,                     870 ,1K,長美單,,鴻輝,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/10,力得益,潮洋入,23509005,-1,50BV30,接頭,1/2 ×,3/4,,"                 3,048 ",2K,雙頭,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/05/10,?德,潮洋入,23510002,-1,50BV30,短套,3/4 ×,27,× 6R,"                 9,269 ",11K,反R,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/11,維興,三仕入,1120510004,-1,50BV30,S,1/2 ×,8,× 6R,"                 2,000 ",4B,S.92,,銓成,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/11,六宏,潮洋入,23511001,-1,50BV30,雙向,1/2 ×,27.28 × 27.84,,"               10,788 ",13K,反小頭珠溝,,,,? 出貨完畢,9K,,"          10,800 ",  ,,"                         10,800 ",,,,,,
112/05/12,仁廷,昇達鑫入,20230510025,-1,6140,短套,3/4 ×,21,× 6R,"                 5,600 ",28B,正R,,,,? 出貨完畢,4K,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-16,50BV30,短套,1/2 ×,20,× 6R,                     350 ,1B,反R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,杰毅,三仕入,20230329013,-4,50BV30,短套,1/2 ×,18,× 6R,                     450 ,1B,RO下雙溝,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-17,50BV30,短套,1/2 ×,22,× 6R,                     300 ,1B,反R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-18,50BV30,短套,1/2 ×,22,× 12R,                     300 ,1B,反R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-19,50BV30,短套,1/2 ×,19,× 6R,                     400 ,1B,反R下雙溝,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-20,50BV30,短套,1/2 ×,19,× 12R,                     400 ,1B,反R下雙溝,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-21,50BV30,短套,1/2 ×,30,× 12R,                     280 ,2B,反R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/18,杰毅,昇達鑫入,20230516002,-2,50BV30,短套,1/2 ×,19,× 12R,"                 2,500 ",5B,RO削花溝珠溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/24,杰毅,昇達鑫入,20230322002,-1,440,短汽,1/2 ×,17,× 6R,                     800 ,2B,RO汽溝,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/02/15,杰毅,興信,1120214,-11,50BV30,短套,3/4 ×,30,× 12R,"                 2,015 ",20B,RO,,,,? 出貨完畢,2K,1B,"            1,990 ",  ,,"                           1,990 ",,,,,,
112/05/15,偉順,昇達鑫入,20230510015,-2,50BV30,短套,1/2 ×,15,× 6R,                     700 ,2B,直型一溝,112-05-26,杰霖,112017,? 出貨完畢,,2B,,  ,,                                  -   ,,,,,,
112/05/15,偉順,昇達鑫入,20230510015,-3,50BV30,短套,1/2 ×,15,× 6R,                     700 ,,直型一溝,,偉順,112017,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/15,偉順,昇達鑫入,20230510015,-4,50BV30,短套,1/2 ×,15,× 6R,                     600 ,3B,反R,112-05-26,杰霖,112017,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/06/13,偉順,昇達鑫入,20230609003,-1,50BV30,短套,1/2 ×,1-1/8,× 6R,                     500 ,,反R一溝,112/07/12,杰霖,112027,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/15,六宏,六宏入,016444,-1,50BV30,短套,1/2 ×,36,× 梅,"                 1,194 ",2K,,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/05/12,杰毅,興信入,AD223050901-07,-7,50BV30,短套,1/2 ×,30,× 6R,                     560 ,4B,RO雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/18,杰毅,昇達鑫入,20230516002,-3,50BV30,短套,1/2 ×,24,× 12R,"                 3,000 ",10B,未加工轉出,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/23,杰毅,昇達鑫入,20230519020,-1,50BV30,短套,1/2 ×,24,× 6R,"                 3,000 ",10B,RO雙溝,,,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/05/17,維興,維興入,2229989,-1,50BV30,S,1/2 ×,9/16,× 6R,"                 3,150 ",2K,短美單,,,,? 出貨完畢,1K,,"            3,145 ",  ,,"                           3,145 ",,,,,,
112/05/17,維興,維興入,2229989,-2,50BV30,S,1/2 ×,15/16,× 12R,                     630 ,1K,S.車蛋窩孔V,102V000 車外徑,銓成,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/05/17,維興,維興入,2229989,-3,50BV30,L,1/2 ×,30,× 6R,                     999 ,2K,修方孔,,明光,,? 出貨完畢,2K,,,  ,,                                  -   ,,,,,,
112/05/18,向得行,潮洋入,23517005,-1,50BV30,短套,1/2 ×,30,× 6R,"                 5,750 ",6K,反R,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/18,向得行,潮洋入,23515007,-1,440,長汽,1/2 ×,19,× 6R,"               12,000 ",9K,反R汽溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/03/28,杰毅,興信入,AD223032402-03,-22,50BV30,短套,1/2 ×,30,× 6R,                     280 ,2B,反R下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/04/06,杰毅,杰毅入,AIM23033121,-5,50BV30,短套,1/2 ×,32,× 12R,                     170 ,1B,RO下雙溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/18,杰毅,昇達鑫入,20230516002,-4,50BV30,短套,1/2 ×,21,× 12R,"                 4,400 ",11B,RO削花溝珠溝,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/25,杰毅,興信入,AD223051802-01,-2,50BV30,短套,1/2 ×,24,× 6R,"                 1,000 ",4B,RO,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/18,杰毅,昇達鑫入,20230516002,-5,50BV30,短套,1/2 ×,10,× 12R,                     550 ,1B,RO,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/18,六宏,昇達鑫入,20230516001,-1,50BV30,短套,1/2 ×,28,× 梅,                     720 ,4B,反R,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/18,六宏,昇達鑫入,20230516001,-2,50BV30,短套,1/2 ×,29,× 6R,"                 1,140 ",6B,反R,,,,? 出貨完畢,,,"            1,161 ",  ,,"                           1,161 ",,,,,,
112/05/18,六宏,昇達鑫入,20230516001,-3,50BV30,長套,1/2 ×,24,× 6R,"                 1,050 ",7B,反R,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/18,六宏,昇達鑫入,20230516001,-4,50BV30,長套,1/2 ×,30,× 6R,"                 1,080 ",12B,反R板溝,,,1130229,?? 訂單轉移,2K,,,"           1,080 ",,                                  -   ,1080,,,,,
112/05/18,維興,維興入,2229991,-1,50BV30,扣環,1/2 ×,1/4,× 6R,"               10,408 ",4K,#369096BD,,維興,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/05/18,維興,維興入,2229991,-2,50BV30,扣環,1/2 ×,1/4,× 6R,"                 8,315 ",4K,#102822+車外徑,,維興,,? 出貨完畢,3K,,,  ,,                                  -   ,,,,,,
112/05/04,維興,維興入,2229766,-5,50BV30,S,1/2 ×,30,× 6R,"                 1,500 ",,單滑溝,107H00,鴻輝,,? 出貨完畢,2K,,                649 ,  ,                            832 ,"                           1,481 ",,,,,,
112/05/23,維興,昇達鑫入,20230517021,-1,50BV30,L,1/2 ×,19,× 6R,"                 2,070 ",9B,#2425191,,玄豐,車成#92,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519020,-2,50BV30,短汽,1/2 ×,9,× 6R,                     800 ,2B,斜度,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519020,-3,50BV30,短汽,1/2 ×,10,× 6R,                     800 ,2B,斜度,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519020,-4,50BV30,短汽,1/2 ×,11,× 6R,                     900 ,2B,斜度,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519020,-5,50BV30,短汽,1/2 ×,17,× 6R,                     800 ,2B,雙頭,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519020,-6,50BV30,短汽,1/2 ×,13,× 6R,                     900 ,2B,斜度,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519022,-1,50BV30,短汽,1/2 ×,24,× 6R,"                 1,000 ",4B,雙頭,,,,? 出貨完畢,,1B,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519020,-7,50BV30,短汽,1/2 ×,14,× 6R,                     900 ,2B,斜度,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519020,-8,50BV30,短汽,1/2 ×,19,× 6R,                     800 ,2B,雙頭,,,,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519022,-2,50BV30,短汽,1/2 ×,22,× 6R,                     810 ,3B,雙頭,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/23,鉅朋,昇達鑫入,20230519022,-3,50BV30,短汽,1/2 ×,27,× 6R,                     850 ,5B,雙頭,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/23,偉順,昇達鑫入,20230517019,-3,50BV30,短套,1/2 ×,21,× 6R,                     600 ,3B,直型中雙溝,112-06-08,杰霖,112018,? 出貨完畢,,2B,,  ,,                                  -   ,,,,,,
112/05/23,偉順,昇達鑫入,20230517019,-4,50BV30,短套,1/2 ×,5/8,× 6R,                     700 ,2B,直型中雙溝,112-06-08,杰霖,112018,? 出貨完畢,,1B,,  ,,                                  -   ,,偉順,,,,
112/05/29,偉順,三仕入,1120524142,-1,50BV30,短套,1/2 ×,22,× 6R,"                 2,000 ",,反R,,偉順,112025,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/07/13,偉順,昇達鑫入,20230707004,-1,50BV30,短套,1/2 ×,21,× 6R,                     700 ,,直型一溝,,偉順,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/08,偉順,昇達鑫入,20230502014,-6,50BV30,短套,1/2 ×,32,× 12R,                     900 ,12B,直型,112/06/05,杰霖,112016,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
112/05/08,偉順,昇達鑫入,20230502014,-7,50BV30,短套,1/2 ×,32,× 12R,                     900 ,,直型,,偉順,112016,? 出貨完畢,,,,  ,,                                  -   ,,,,,,
112/05/23,維興,維興入,2229994,-1,50BV30,L,1/2 ×,30,× 6R,                     498 ,1K,長美單,,,,? 出貨完畢,1K,,,  ,,                                  -   ,,,,,,
